age,experience_years,education_level,job_role,location,company_size,industry,remote_work,performance_rating,salary_lakh
25,4.0,Bachelor's,Data Analyst,Chennai,Small,IT,No,Good,12.24
35,13.9,Master's,HR Specialist,Delhi,Large,IT,No,Good,39.53
41,17.2,High School,Junior Developer,Delhi,Large,Education,No,Average,46.42
21,2.6,Master's,Junior Developer,Kolkata,Large,Consulting,No,Average,12.25
38,12.3,Master's,Project Manager,Bangalore,Large,Education,Yes,Good,36.68
28,1.9,High School,HR Specialist,Bangalore,Medium,Education,Yes,Average,7.55
38,14.5,High School,Business Analyst,Pune,Large,Retail,No,Excellent,39.9
21,1.7,High School,Marketing Executive,Bangalore,Small,Education,No,Excellent,10.98
40,18.7,Master's,Senior Developer,Mumbai,Small,Healthcare,No,Good,59.36
30,2.7,Diploma,Accountant,Kolkata,Medium,Retail,Yes,Good,9.25
36,19.2,Bachelor's,Data Scientist,Hyderabad,Small,IT,Yes,Good,61.96
39,16.0,Bachelor's,Accountant,Pune,Large,Finance,Yes,Average,47.57
33,11.9,Master's,Software Engineer,Hyderabad,Medium,Retail,No,Good,32.45
42,15.7,Bachelor's,Junior Developer,Bangalore,Large,Healthcare,No,Average,45.03
38,15.9,Bachelor's,Junior Developer,Mumbai,Medium,IT,No,Good,45.26
44,18.9,PhD,Business Analyst,Kochi,Medium,IT,No,Average,57.68
31,5.1,Diploma,Junior Developer,Bangalore,Large,Consulting,Yes,Average,13.95
40,11.8,Master's,Business Analyst,Chennai,Small,Healthcare,No,Average,28.85
25,1.9,High School,Marketing Executive,Delhi,Medium,IT,Yes,Excellent,10.15
37,12.3,Bachelor's,Software Engineer,Delhi,Medium,Manufacturing,No,Average,30.47
24,3.4,Master's,Accountant,Kolkata,Large,Education,No,Good,13.48
38,11.3,Bachelor's,Software Engineer,Chennai,Large,Education,No,Good,29.01
33,11.4,Master's,Software Engineer,Chennai,Small,Consulting,Yes,Good,29.66
32,9.3,Bachelor's,Project Manager,Delhi,Medium,Healthcare,No,Good,26.43
34,10.5,Bachelor's,Senior Developer,Hyderabad,Medium,Retail,No,Average,28.21
35,15.3,Bachelor's,Senior Developer,Pune,Small,Manufacturing,Yes,Good,42.02
41,16.0,Bachelor's,Software Engineer,Bangalore,Medium,Retail,Yes,Good,45.1
36,9.8,Bachelor's,HR Specialist,Mumbai,Medium,Finance,No,Good,23.05
37,12.0,Bachelor's,Junior Developer,Chennai,Small,Retail,Yes,Good,29.79
39,18.6,Bachelor's,Senior Developer,Chennai,Medium,Manufacturing,Yes,Good,58.89
26,2.4,Bachelor's,Project Manager,Bangalore,Small,IT,Yes,Good,13.64
28,2.3,Bachelor's,Data Scientist,Kochi,Medium,Finance,Yes,Average,11.78
21,1.8,Diploma,HR Specialist,Chennai,Small,Retail,No,Good,8.29
35,13.2,Master's,Senior Developer,Mumbai,Large,IT,No,Average,38.64
35,8.4,Bachelor's,HR Specialist,Kochi,Small,Consulting,Yes,Good,18.55
40,15.5,Diploma,Marketing Executive,Kolkata,Large,IT,No,Good,43.19
38,13.4,Master's,Data Analyst,Hyderabad,Small,Consulting,Yes,Average,36.45
35,6.7,Master's,Senior Developer,Delhi,Medium,Retail,Yes,Average,22.18
43,18.0,Diploma,Project Manager,Delhi,Medium,Education,Yes,Good,53.77
41,15.3,Diploma,Project Manager,Chennai,Small,Finance,No,Good,43.77
36,5.4,High School,Junior Developer,Bangalore,Medium,Healthcare,No,Excellent,14.23
31,7.3,High School,Project Manager,Hyderabad,Large,Manufacturing,No,Excellent,22.56
28,6.3,Master's,Software Engineer,Bangalore,Large,Manufacturing,Yes,Excellent,20.95
28,3.2,PhD,Project Manager,Bangalore,Medium,Finance,Yes,Good,17.34
28,3.0,High School,Business Analyst,Hyderabad,Small,Education,Yes,Good,7.44
41,18.7,Master's,Project Manager,Pune,Large,Consulting,No,Good,59.96
30,8.8,High School,Marketing Executive,Kolkata,Medium,Finance,Yes,Good,20.57
37,7.7,Bachelor's,Data Analyst,Bangalore,Small,Retail,No,Good,19.34
39,14.6,Master's,Business Analyst,Mumbai,Large,Finance,No,Good,45.11
33,11.1,Bachelor's,Accountant,Hyderabad,Medium,Manufacturing,No,Average,25.94
45,18.7,High School,Business Analyst,Chennai,Medium,Finance,No,Average,53.25
39,15.6,Bachelor's,Marketing Executive,Kolkata,Medium,Healthcare,Yes,Average,40.89
33,9.6,PhD,HR Specialist,Pune,Medium,Education,No,Average,24.68
33,7.5,Bachelor's,Project Manager,Chennai,Small,Healthcare,Yes,Excellent,23.24
40,19.7,Diploma,Business Analyst,Bangalore,Large,Finance,No,Average,62.59
39,14.4,Diploma,Accountant,Bangalore,Small,Retail,No,Good,36.96
48,19.0,Bachelor's,Data Scientist,Mumbai,Large,IT,Yes,Excellent,62.48
28,2.4,Bachelor's,Junior Developer,Pune,Large,Consulting,No,Good,9.65
40,17.0,Master's,Junior Developer,Delhi,Large,IT,Yes,Good,52.22
35,12.7,Master's,Senior Developer,Mumbai,Small,Healthcare,Yes,Good,38.43
25,2.4,Master's,Junior Developer,Pune,Medium,Consulting,No,Good,11.21
35,11.8,Master's,Senior Developer,Kochi,Medium,Finance,No,Good,32.12
37,13.7,Bachelor's,Software Engineer,Hyderabad,Medium,IT,No,Excellent,36.31
26,0.2,Bachelor's,Business Analyst,Kolkata,Large,Manufacturing,No,Good,10.34
29,9.1,Bachelor's,Junior Developer,Pune,Medium,IT,No,Excellent,23.96
43,16.5,Bachelor's,HR Specialist,Pune,Large,Consulting,Yes,Excellent,46.37
29,5.9,Master's,Data Analyst,Kochi,Small,Education,Yes,Good,16.13
34,9.2,Master's,Software Engineer,Mumbai,Medium,Consulting,No,Good,27.09
30,8.8,PhD,Marketing Executive,Kochi,Small,Finance,Yes,Good,23.3
33,6.0,Bachelor's,Business Analyst,Kolkata,Large,IT,No,Good,19.29
46,18.4,Bachelor's,Marketing Executive,Kolkata,Small,Consulting,Yes,Good,54.29
42,15.6,Bachelor's,Business Analyst,Chennai,Medium,Manufacturing,Yes,Good,42.77
22,2.2,High School,Project Manager,Kochi,Large,Consulting,No,Excellent,12.66
46,19.9,Diploma,HR Specialist,Kolkata,Medium,Healthcare,No,Good,59.38
43,17.6,Bachelor's,Software Engineer,Kochi,Small,Healthcare,No,Good,48.87
26,5.7,High School,Accountant,Kolkata,Small,Retail,No,Good,11.79
41,16.7,Master's,Marketing Executive,Kochi,Medium,Education,Yes,Good,50.25
27,2.1,Diploma,Senior Developer,Hyderabad,Medium,Finance,No,Good,11.13
45,20.0,Diploma,Data Analyst,Pune,Small,Healthcare,Yes,Good,61.69
38,13.3,Master's,HR Specialist,Hyderabad,Medium,Retail,No,Good,35.61
38,13.0,High School,Junior Developer,Kochi,Small,IT,Yes,Good,30.72
29,1.8,Master's,Accountant,Kochi,Medium,Healthcare,No,Good,11.67
45,17.9,Master's,Senior Developer,Kolkata,Medium,Healthcare,Yes,Average,54.56
21,0.6,High School,Junior Developer,Chennai,Small,IT,No,Good,6.61
28,4.8,Master's,Data Analyst,Hyderabad,Small,IT,No,Excellent,13.67
26,2.9,Bachelor's,Accountant,Mumbai,Small,Education,No,Good,11.65
35,15.5,Master's,Senior Developer,Pune,Small,IT,Yes,Excellent,44.54
28,4.0,Master's,Project Manager,Chennai,Medium,Healthcare,No,Average,15.03
45,18.2,Master's,Accountant,Chennai,Large,Education,Yes,Good,57.18
34,13.1,Bachelor's,Junior Developer,Pune,Large,Consulting,Yes,Good,35.62
26,0.7,Bachelor's,Marketing Executive,Kochi,Medium,IT,Yes,Good,7.35
22,0.1,Master's,Senior Developer,Mumbai,Medium,Education,Yes,Good,12.16
23,1.0,PhD,HR Specialist,Hyderabad,Medium,IT,No,Good,10.92
40,12.1,Bachelor's,Software Engineer,Pune,Large,Education,Yes,Excellent,34.13
39,16.0,Bachelor's,Software Engineer,Kochi,Small,Education,Yes,Good,41.46
30,4.8,Bachelor's,Marketing Executive,Kochi,Medium,Manufacturing,No,Average,12.51
36,17.0,Master's,Accountant,Kochi,Medium,Education,No,Good,49.82
30,1.1,PhD,Business Analyst,Kochi,Small,Consulting,No,Good,11.1
42,16.0,Diploma,HR Specialist,Kolkata,Medium,IT,No,Good,43.63
42,18.6,Diploma,Data Scientist,Chennai,Large,IT,Yes,Good,59.05
41,15.4,Bachelor's,Software Engineer,Mumbai,Large,IT,No,Good,43.48
34,14.0,Bachelor's,Senior Developer,Chennai,Small,Healthcare,Yes,Good,37.18
44,16.8,Bachelor's,HR Specialist,Pune,Medium,Finance,Yes,Good,48.0
24,0.8,High School,Data Analyst,Bangalore,Medium,IT,Yes,Good,7.94
27,4.0,Bachelor's,Data Scientist,Kochi,Medium,Finance,No,Good,14.91
25,2.5,Bachelor's,Software Engineer,Chennai,Medium,Consulting,Yes,Good,11.92
33,10.1,Bachelor's,Data Scientist,Kolkata,Small,Manufacturing,No,Excellent,30.37
41,14.9,Bachelor's,Senior Developer,Mumbai,Large,IT,Yes,Good,45.04
37,12.6,Master's,Software Engineer,Kolkata,Large,Consulting,No,Excellent,36.73
43,17.0,Bachelor's,Software Engineer,Hyderabad,Medium,Finance,No,Average,46.22
27,3.1,Master's,Project Manager,Chennai,Medium,Healthcare,Yes,Good,15.67
40,14.7,Bachelor's,Data Analyst,Pune,Medium,Healthcare,No,Good,39.99
27,3.9,Bachelor's,Junior Developer,Chennai,Medium,Healthcare,No,Good,13.33
35,5.4,Bachelor's,Project Manager,Kolkata,Small,Manufacturing,No,Good,15.48
34,14.2,High School,Software Engineer,Mumbai,Medium,Retail,Yes,Good,37.3
47,19.6,Bachelor's,Junior Developer,Pune,Small,Retail,No,Good,59.53
40,12.2,Bachelor's,Software Engineer,Kolkata,Large,Retail,Yes,Excellent,33.7
23,1.1,Master's,Data Scientist,Mumbai,Medium,Manufacturing,Yes,Good,13.51
42,12.3,Master's,Business Analyst,Delhi,Medium,Finance,Yes,Average,36.39
27,0.8,High School,Senior Developer,Hyderabad,Medium,Healthcare,No,Good,9.29
44,17.7,Bachelor's,Senior Developer,Pune,Large,IT,Yes,Good,55.46
38,14.2,Diploma,Senior Developer,Kolkata,Small,Retail,No,Average,38.01
27,3.5,Master's,Data Analyst,Kochi,Small,Education,Yes,Good,13.02
25,1.8,Master's,Marketing Executive,Kochi,Small,Retail,No,Good,9.87
29,3.7,Bachelor's,Data Analyst,Hyderabad,Medium,Education,Yes,Average,11.85
47,19.6,Bachelor's,HR Specialist,Pune,Large,Finance,No,Good,60.27
34,9.2,Bachelor's,Accountant,Mumbai,Small,IT,No,Good,21.5
37,15.7,Bachelor's,Business Analyst,Hyderabad,Large,Consulting,Yes,Good,48.23
39,12.7,Master's,Project Manager,Mumbai,Medium,Healthcare,Yes,Good,37.12
38,11.4,Master's,Marketing Executive,Bangalore,Medium,IT,No,Average,30.82
29,2.9,Bachelor's,Business Analyst,Kochi,Small,Healthcare,No,Excellent,11.62
45,18.9,Bachelor's,Marketing Executive,Kochi,Medium,Consulting,No,Good,55.68
29,6.0,High School,Senior Developer,Chennai,Medium,Finance,Yes,Average,16.05
33,11.6,Diploma,Software Engineer,Bangalore,Medium,Consulting,No,Excellent,29.04
36,14.0,Diploma,Software Engineer,Bangalore,Small,Education,Yes,Average,35.71
33,13.0,Bachelor's,Accountant,Bangalore,Large,Consulting,Yes,Good,35.66
43,18.8,Master's,Project Manager,Pune,Large,Retail,No,Good,62.17
27,3.0,Bachelor's,Senior Developer,Mumbai,Medium,IT,No,Excellent,14.51
33,10.2,Diploma,Data Analyst,Delhi,Medium,Education,No,Excellent,25.64
25,8.1,High School,Senior Developer,Kochi,Large,Healthcare,No,Good,21.15
30,9.5,Bachelor's,Accountant,Kolkata,Small,Finance,Yes,Good,24.73
29,2.4,Master's,HR Specialist,Kochi,Large,Education,No,Good,11.29
25,2.7,Bachelor's,Accountant,Delhi,Medium,IT,Yes,Good,12.36
31,5.6,Master's,Data Analyst,Chennai,Large,Retail,Yes,Good,19.34
27,6.1,Master's,Data Scientist,Mumbai,Small,Manufacturing,Yes,Average,19.71
36,8.6,High School,Software Engineer,Kochi,Medium,IT,No,Average,17.23
36,12.2,Bachelor's,Business Analyst,Bangalore,Medium,Education,No,Average,30.38
37,12.7,PhD,Project Manager,Pune,Medium,Retail,Yes,Average,38.12
38,8.2,Bachelor's,Project Manager,Chennai,Large,IT,No,Good,22.34
36,8.2,High School,Data Scientist,Kochi,Large,Healthcare,No,Excellent,24.62
28,4.4,Master's,Senior Developer,Hyderabad,Small,Finance,No,Good,16.93
34,11.8,Master's,Business Analyst,Mumbai,Medium,IT,No,Good,33.25
29,6.3,Bachelor's,Data Scientist,Kochi,Medium,Manufacturing,Yes,Excellent,21.53
26,0.7,Bachelor's,HR Specialist,Pune,Medium,Education,No,Good,7.78
32,8.4,Diploma,Junior Developer,Hyderabad,Medium,Manufacturing,No,Good,18.35
33,9.5,Master's,Senior Developer,Delhi,Large,Retail,No,Excellent,31.16
32,4.5,Bachelor's,Accountant,Delhi,Large,Consulting,No,Good,14.09
35,11.4,High School,Junior Developer,Hyderabad,Small,Consulting,No,Good,22.81
41,11.3,Master's,Software Engineer,Delhi,Medium,Retail,Yes,Excellent,32.79
38,14.0,PhD,Accountant,Delhi,Medium,Healthcare,No,Good,38.86
41,13.0,Master's,Data Analyst,Delhi,Medium,Healthcare,Yes,Good,36.61
38,13.0,Bachelor's,Senior Developer,Bangalore,Small,Manufacturing,Yes,Excellent,39.92
33,6.3,High School,Project Manager,Kolkata,Medium,Healthcare,No,Good,17.08
38,15.7,Master's,Software Engineer,Mumbai,Medium,Education,No,Excellent,47.95
33,11.0,Master's,Junior Developer,Mumbai,Small,Finance,No,Average,27.33
34,8.6,Bachelor's,Junior Developer,Mumbai,Large,Consulting,No,Average,23.29
39,12.5,Bachelor's,Junior Developer,Kolkata,Medium,Retail,No,Good,29.98
31,7.2,Bachelor's,Software Engineer,Hyderabad,Medium,Healthcare,No,Average,17.85
31,10.3,Bachelor's,HR Specialist,Delhi,Medium,Retail,No,Excellent,27.91
35,14.7,High School,Senior Developer,Hyderabad,Large,Healthcare,Yes,Average,41.24
38,17.7,High School,Junior Developer,Bangalore,Small,Finance,No,Good,50.62
38,18.4,Diploma,Junior Developer,Delhi,Small,Consulting,Yes,Average,50.9
34,10.1,Master's,Data Scientist,Mumbai,Medium,Consulting,Yes,Excellent,34.45
37,10.4,Diploma,Accountant,Kochi,Medium,Manufacturing,Yes,Good,27.62
40,16.0,Diploma,Data Analyst,Bangalore,Medium,Healthcare,No,Average,44.04
25,6.3,Bachelor's,Junior Developer,Hyderabad,Large,Finance,No,Average,16.73
40,16.7,Diploma,Senior Developer,Kochi,Small,IT,No,Good,49.27
33,9.9,Diploma,Data Scientist,Kochi,Small,Manufacturing,No,Excellent,25.61
32,2.3,Bachelor's,Software Engineer,Chennai,Medium,Healthcare,No,Excellent,10.45
22,1.4,Bachelor's,Business Analyst,Mumbai,Large,Consulting,Yes,Good,13.81
40,16.8,Bachelor's,Marketing Executive,Delhi,Large,Consulting,No,Good,49.27
29,1.1,Master's,Data Analyst,Mumbai,Large,IT,No,Average,11.26
31,5.6,Diploma,Business Analyst,Pune,Medium,Consulting,No,Good,15.19
32,6.7,Master's,Data Analyst,Delhi,Large,IT,Yes,Good,17.68
28,3.5,Master's,Software Engineer,Pune,Medium,Education,Yes,Good,13.77
31,6.3,Master's,Business Analyst,Pune,Small,Education,No,Good,17.06
41,14.9,Bachelor's,Business Analyst,Kolkata,Medium,Consulting,Yes,Excellent,43.49
22,0.3,Bachelor's,Data Analyst,Delhi,Large,Retail,Yes,Average,10.8
43,16.5,Bachelor's,Project Manager,Kolkata,Medium,Consulting,No,Average,48.14
38,17.1,Master's,Software Engineer,Hyderabad,Medium,Retail,Yes,Average,50.43
32,7.4,High School,HR Specialist,Pune,Medium,Manufacturing,Yes,Average,14.69
28,3.1,PhD,HR Specialist,Pune,Medium,Manufacturing,No,Average,13.58
34,12.0,Bachelor's,Marketing Executive,Kochi,Small,Consulting,No,Good,30.26
26,2.4,Master's,Project Manager,Hyderabad,Medium,Healthcare,No,Average,14.93
30,7.3,Bachelor's,Marketing Executive,Kochi,Large,Healthcare,Yes,Good,22.02
41,19.2,High School,Project Manager,Delhi,Small,Consulting,Yes,Excellent,57.61
43,19.9,Bachelor's,Accountant,Hyderabad,Medium,Manufacturing,No,Excellent,62.07
37,15.4,Bachelor's,Software Engineer,Hyderabad,Small,Consulting,No,Good,41.04
31,6.2,Bachelor's,Data Scientist,Pune,Small,Retail,Yes,Average,18.48
35,13.8,Bachelor's,Data Scientist,Chennai,Large,Consulting,No,Average,39.83
40,14.1,Bachelor's,Project Manager,Bangalore,Medium,Manufacturing,No,Average,39.47
29,7.8,Bachelor's,Software Engineer,Kochi,Medium,Manufacturing,No,Excellent,21.99
35,12.8,Bachelor's,Data Analyst,Kochi,Medium,Finance,Yes,Excellent,33.28
23,0.2,PhD,Business Analyst,Bangalore,Large,Education,Yes,Good,12.88
32,4.2,Diploma,Software Engineer,Kolkata,Medium,Manufacturing,Yes,Good,11.06
35,10.5,Bachelor's,HR Specialist,Pune,Large,Manufacturing,Yes,Good,27.12
27,3.3,Bachelor's,HR Specialist,Bangalore,Medium,Consulting,No,Good,10.96
29,3.3,Bachelor's,Data Scientist,Hyderabad,Small,Healthcare,No,Excellent,15.58
35,16.7,Bachelor's,Junior Developer,Kochi,Medium,Healthcare,No,Average,44.95
44,19.8,Bachelor's,Junior Developer,Delhi,Small,Consulting,No,Good,58.43
40,11.1,PhD,Senior Developer,Kolkata,Medium,Consulting,Yes,Good,34.38
41,16.8,Bachelor's,Software Engineer,Hyderabad,Medium,Finance,Yes,Average,47.37
44,19.8,Master's,Junior Developer,Mumbai,Large,Healthcare,Yes,Good,64.35
28,2.8,High School,Software Engineer,Delhi,Large,Consulting,Yes,Excellent,12.47
35,9.0,Bachelor's,Software Engineer,Chennai,Large,Finance,No,Average,22.72
27,7.9,Bachelor's,Accountant,Pune,Small,Manufacturing,No,Good,18.6
21,1.6,High School,HR Specialist,Kolkata,Large,IT,No,Good,8.79
40,15.1,Bachelor's,Junior Developer,Mumbai,Large,Finance,No,Average,41.87
31,8.7,Master's,HR Specialist,Kolkata,Small,Manufacturing,Yes,Average,20.53
37,9.4,Master's,Software Engineer,Chennai,Medium,Retail,Yes,Good,25.97
26,3.0,Bachelor's,Data Scientist,Mumbai,Large,Education,Yes,Average,14.57
23,3.6,Bachelor's,Junior Developer,Kolkata,Small,Manufacturing,Yes,Good,11.55
39,18.1,Bachelor's,Junior Developer,Delhi,Medium,Healthcare,No,Excellent,53.13
21,0.9,High School,Software Engineer,Chennai,Large,Education,No,Good,9.99
28,4.7,High School,Data Scientist,Pune,Small,Retail,Yes,Excellent,16.44
29,5.8,Bachelor's,Data Scientist,Bangalore,Medium,Manufacturing,Yes,Good,21.96
33,9.8,PhD,Data Analyst,Mumbai,Medium,Healthcare,Yes,Good,26.79
38,11.7,High School,HR Specialist,Pune,Medium,Retail,No,Good,26.42
37,9.9,Bachelor's,Marketing Executive,Delhi,Large,Education,Yes,Average,24.6
25,1.7,Master's,Marketing Executive,Bangalore,Small,Education,Yes,Good,9.93
24,4.9,Master's,Project Manager,Bangalore,Medium,Consulting,Yes,Good,17.23
42,16.9,Bachelor's,Project Manager,Kochi,Large,Healthcare,No,Good,51.69
38,12.8,Bachelor's,Data Scientist,Mumbai,Small,Retail,No,Good,36.3
38,13.0,Master's,Senior Developer,Bangalore,Large,Consulting,No,Average,38.27
40,13.4,Master's,Data Scientist,Chennai,Small,Manufacturing,Yes,Excellent,40.0
36,15.3,Diploma,Junior Developer,Bangalore,Medium,Consulting,Yes,Average,39.64
30,1.2,Master's,Business Analyst,Pune,Small,Retail,No,Excellent,14.0
29,7.3,High School,Data Analyst,Chennai,Medium,Finance,Yes,Excellent,17.99
37,10.8,Master's,Marketing Executive,Pune,Large,Consulting,Yes,Excellent,29.5
27,6.8,High School,Business Analyst,Hyderabad,Large,Retail,No,Good,19.0
39,16.9,Diploma,Data Scientist,Kochi,Large,Finance,Yes,Average,49.99
37,9.7,High School,Accountant,Pune,Medium,Healthcare,Yes,Good,25.66
39,15.4,Bachelor's,Data Scientist,Hyderabad,Large,Finance,No,Good,46.09
43,17.0,Bachelor's,Software Engineer,Bangalore,Medium,Manufacturing,No,Good,50.67
35,10.1,Diploma,Junior Developer,Delhi,Large,IT,Yes,Good,26.46
42,18.2,Bachelor's,Software Engineer,Mumbai,Medium,Manufacturing,Yes,Average,53.03
39,11.7,Bachelor's,Business Analyst,Bangalore,Large,Education,No,Good,31.6
40,17.0,Master's,Data Scientist,Delhi,Small,IT,Yes,Good,53.74
26,6.8,Master's,Data Analyst,Mumbai,Medium,Retail,Yes,Good,20.73
32,10.0,Bachelor's,Data Scientist,Bangalore,Large,Manufacturing,No,Excellent,29.71
36,10.6,Diploma,Senior Developer,Delhi,Small,Manufacturing,No,Good,26.57
27,2.1,Bachelor's,Accountant,Chennai,Small,Education,No,Good,6.56
28,8.0,Master's,Business Analyst,Mumbai,Large,Healthcare,Yes,Good,24.81
40,18.3,High School,Junior Developer,Delhi,Medium,Finance,Yes,Good,51.97
35,12.6,Bachelor's,Marketing Executive,Bangalore,Small,IT,No,Good,32.47
27,3.6,Master's,Data Analyst,Bangalore,Medium,Healthcare,No,Average,11.61
27,6.8,PhD,Junior Developer,Mumbai,Medium,Retail,Yes,Average,17.93
26,3.8,Bachelor's,Business Analyst,Hyderabad,Medium,IT,No,Good,12.84
23,0.5,Bachelor's,Junior Developer,Pune,Large,Consulting,Yes,Good,8.74
44,18.5,Bachelor's,Senior Developer,Kochi,Large,Retail,No,Good,58.29
35,9.0,Master's,Junior Developer,Pune,Medium,Healthcare,No,Average,22.85
30,6.2,High School,Data Scientist,Chennai,Medium,Consulting,No,Good,20.9
35,12.0,Diploma,Project Manager,Kolkata,Medium,Finance,No,Average,30.68
24,0.1,Bachelor's,Data Analyst,Delhi,Large,Consulting,No,Good,11.5
28,5.6,Diploma,Junior Developer,Kochi,Small,Finance,Yes,Good,11.68
35,14.1,Bachelor's,Software Engineer,Kolkata,Small,Healthcare,Yes,Good,35.04
34,12.7,Bachelor's,Business Analyst,Chennai,Large,Healthcare,No,Average,33.26
42,19.6,Master's,Accountant,Kochi,Large,Consulting,Yes,Excellent,61.24
33,12.4,Master's,Business Analyst,Mumbai,Medium,Finance,Yes,Good,34.95
34,9.6,Bachelor's,Project Manager,Kolkata,Medium,Consulting,Yes,Good,25.32
41,15.2,Master's,Project Manager,Chennai,Medium,Healthcare,No,Good,42.74
38,18.1,Bachelor's,Marketing Executive,Mumbai,Medium,Finance,Yes,Excellent,57.21
38,14.4,Bachelor's,HR Specialist,Bangalore,Medium,Retail,No,Excellent,39.85
43,19.3,Diploma,Data Scientist,Pune,Small,Retail,Yes,Good,58.23
40,15.6,Master's,Senior Developer,Hyderabad,Medium,Healthcare,Yes,Good,48.65
41,17.3,Master's,Data Scientist,Delhi,Medium,IT,No,Average,52.7
23,2.3,Master's,Junior Developer,Hyderabad,Medium,Healthcare,Yes,Good,12.93
35,14.6,Master's,Software Engineer,Kolkata,Small,Education,Yes,Good,39.23
33,8.8,PhD,Marketing Executive,Hyderabad,Large,IT,Yes,Average,24.31
38,11.1,Diploma,Accountant,Bangalore,Medium,IT,No,Excellent,29.65
32,13.1,Master's,Software Engineer,Delhi,Large,Consulting,Yes,Excellent,39.29
44,19.4,Bachelor's,Junior Developer,Mumbai,Small,IT,Yes,Good,59.07
47,19.7,Bachelor's,Junior Developer,Pune,Medium,Healthcare,Yes,Excellent,60.91
29,5.8,Bachelor's,Marketing Executive,Kochi,Large,Manufacturing,Yes,Good,17.17
40,14.7,Bachelor's,Data Analyst,Kochi,Medium,Healthcare,Yes,Good,40.76
37,15.0,Bachelor's,Data Analyst,Pune,Small,Education,No,Excellent,41.79
31,6.9,Bachelor's,Junior Developer,Kochi,Medium,IT,Yes,Good,16.77
22,2.5,High School,Business Analyst,Hyderabad,Medium,Manufacturing,Yes,Good,8.82
21,0.8,Bachelor's,Data Scientist,Pune,Medium,Retail,No,Good,13.2
42,15.5,Master's,Marketing Executive,Bangalore,Medium,Manufacturing,No,Average,43.85
31,9.8,Bachelor's,Marketing Executive,Chennai,Medium,Consulting,Yes,Good,24.28
43,19.7,Bachelor's,Software Engineer,Chennai,Medium,Healthcare,Yes,Good,62.25
30,9.3,Bachelor's,Accountant,Bangalore,Small,IT,Yes,Good,21.98
40,19.6,Bachelor's,Project Manager,Chennai,Medium,Healthcare,No,Average,62.93
32,8.2,Diploma,HR Specialist,Pune,Medium,Finance,Yes,Average,18.73
38,15.9,Master's,Senior Developer,Delhi,Small,Education,Yes,Good,48.4
27,1.7,Diploma,Accountant,Chennai,Small,Finance,No,Average,6.72
36,11.1,Master's,Business Analyst,Delhi,Small,Consulting,Yes,Good,27.94
41,16.0,Master's,Data Scientist,Delhi,Small,Retail,Yes,Good,48.73
43,18.5,Bachelor's,Junior Developer,Mumbai,Medium,Finance,Yes,Good,55.35
44,16.5,Master's,Accountant,Delhi,Small,Consulting,No,Average,47.16
22,0.7,Bachelor's,Accountant,Kochi,Medium,Manufacturing,No,Excellent,9.67
31,7.5,Master's,Project Manager,Kolkata,Large,Education,No,Good,20.67
28,1.0,Master's,Project Manager,Pune,Large,Finance,No,Good,12.1
29,2.2,Master's,Senior Developer,Chennai,Small,Healthcare,Yes,Good,16.48
34,13.5,Bachelor's,Junior Developer,Chennai,Medium,Retail,No,Good,33.49
38,14.3,Master's,Business Analyst,Hyderabad,Medium,Manufacturing,No,Good,42.26
43,15.5,PhD,Data Scientist,Hyderabad,Large,Finance,No,Good,48.48
43,17.3,Bachelor's,Senior Developer,Chennai,Large,Manufacturing,No,Good,53.26
39,14.8,Master's,HR Specialist,Kochi,Small,Finance,Yes,Excellent,42.17
39,16.0,Master's,Junior Developer,Hyderabad,Small,Finance,Yes,Good,43.82
24,1.0,Bachelor's,Junior Developer,Chennai,Medium,Education,No,Excellent,11.66
29,4.7,Master's,Senior Developer,Hyderabad,Large,Finance,Yes,Good,19.45
36,12.4,Bachelor's,Data Scientist,Delhi,Large,Healthcare,No,Excellent,38.29
41,17.2,Bachelor's,Data Analyst,Delhi,Small,Healthcare,Yes,Excellent,50.24
24,0.1,High School,Software Engineer,Bangalore,Medium,Finance,Yes,Average,8.36
33,10.3,Diploma,Data Analyst,Hyderabad,Small,Manufacturing,No,Average,25.4
39,13.5,Master's,Data Analyst,Pune,Medium,Healthcare,No,Good,37.04
32,0.6,Bachelor's,Project Manager,Pune,Large,Retail,No,Good,14.4
28,8.0,Bachelor's,Project Manager,Kolkata,Medium,Manufacturing,Yes,Good,21.67
43,17.9,Bachelor's,Accountant,Bangalore,Small,Retail,No,Good,53.29
35,13.4,Bachelor's,Accountant,Kochi,Medium,Finance,No,Excellent,36.65
30,4.8,Master's,Senior Developer,Kochi,Medium,Manufacturing,No,Good,16.34
41,17.1,Master's,Business Analyst,Hyderabad,Large,Finance,No,Good,52.41
33,7.0,High School,Project Manager,Delhi,Medium,Finance,No,Average,18.06
44,17.1,Bachelor's,Software Engineer,Delhi,Large,Consulting,Yes,Good,49.73
30,6.0,Bachelor's,Data Analyst,Pune,Medium,Healthcare,No,Average,15.83
39,11.8,Bachelor's,Marketing Executive,Kochi,Small,Retail,No,Good,29.07
26,7.9,Bachelor's,Accountant,Pune,Medium,IT,No,Good,19.99
33,5.5,Bachelor's,Data Analyst,Chennai,Small,Retail,Yes,Good,14.82
43,17.7,Bachelor's,Software Engineer,Pune,Medium,Consulting,No,Good,51.63
30,3.8,Bachelor's,Software Engineer,Bangalore,Medium,Retail,No,Good,13.17
